!	1	3	1	1	4	1	3	1	1	4	3	3	4	4	2	3	3	4	3	3	4	4	4	5	4
col	1	3	1	1	4	1	1	1	0	4	3	4	4	3	2	3	3	4	4	5	5	5	5	5	4
cold	2	3	2	1	4	2	6	1	0	4	4	4	4	4	3	4	4	6	5	4	4	4	5	6	6
collaborated	1	3	1	1	4	1	4	1	0	4	4	1	2	3	2	1	2	4	3	4	4	5	5	5	5
collaborative	1	3	1	2	4	1	4	1	0	1	0	4	4	0	0	5	5	4	4	5	4	4	4	4	4
college	1	3	1	1	4	1	3	1	0	3	4	2	3	3	3	2	2	3	3	3	4	5	5	5	4
college-educated	3	3	2	2	4	3	6	1	0	4	4	4	2	5	3	3	1	5	4	5	6	5	5	5	5
college``	1	3	1	1	4	1	2	1	0	4	4	1	2	3	2	1	1	4	4	5	5	5	5	5	5
collinwood	1	3	1	1	4	1	2	1	0	4	2	2	1	5	1	1	0	4	3	4	5	5	5	5	5
colonel	1	4	2	2	4	1	3	1	1	2	4	4	4	2	4	3	4	4	2	2	3	4	4	4	4
colony	1	3	1	1	4	1	2	1	1	4	2	4	4	4	2	3	3	5	3	3	4	4	5	6	5
colorful	2	2	2	1	4	2	4	1	0	2	4	4	4	2	2	4	3	4	3	4	4	4	4	4	4
colors	1	3	1	1	4	1	3	1	0	1	4	1	4	1	3	0	2	4	4	5	5	6	5	5	5
columbia	1	3	1	1	4	1	4	1	0	4	3	4	3	4	2	2	2	3	3	4	4	4	5	4	4
columbus	2	3	1	1	4	2	4	1	0	4	2	4	2	3	1	3	2	4	4	4	4	5	5	5	5
columnist	1	3	1	1	4	1	4	1	0	3	5	4	4	2	4	3	3	4	3	3	3	4	4	4	4
coma	0	3	0	1	4	0	0	1	1	4	1	4	4	5	0	3	3	4	3	4	5	5	4	4	4
combat	1	2	1	0	3	1	2	1	0	1	3	3	2	1	2	2	1	3	3	3	4	4	4	3	3
combination	2	4	2	1	4	2	5	1	0	1	3	2	3	1	2	1	1	5	5	6	6	5	5	5	5
combined	2	3	2	1	4	2	6	1	0	4	3	2	4	4	2	1	4	6	6	6	5	7	7	6	5
combines	1	3	1	1	4	1	3	1	0	3	5	3	5	3	4	2	4	4	3	3	3	4	4	4	4
combustion	2	3	2	1	5	2	6	1	0	2	5	3	3	2	4	4	4	4	4	4	3	4	4	5	4
come	1	3	0	1	4	1	1	1	0	4	3	3	3	3	2	2	2	4	3	4	4	4	4	4	4
comedian	1	4	2	1	4	1	3	1	2	3	5	4	4	2	4	4	4	3	2	2	3	4	4	4	4
comedians	1	3	1	1	4	1	4	1	2	2	4	4	4	1	2	3	3	5	4	5	4	5	5	5	5
comedy	1	3	1	1	4	1	3	1	0	3	3	3	3	3	2	3	2	4	4	4	4	5	5	5	4
comedy-drama	2	4	2	2	5	2	7	1	2	5	5	5	5	5	4	4	4	5	3	5	4	5	6	6	5
comes	0	2	0	0	4	0	1	0	0	4	2	4	2	4	2	2	2	4	3	4	4	4	4	4	4
comfort	2	4	3	2	4	2	6	1	0	4	4	4	4	4	3	4	4	4	3	4	4	4	5	6	6
comic	1	3	1	1	4	1	1	1	0	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	3
coming	1	3	1	1	4	1	4	1	0	2	3	3	3	1	2	2	2	4	3	4	4	5	5	5	4
command	2	2	1	1	4	2	5	1	0	2	3	1	2	1	2	1	0	4	3	4	5	5	5	4	3
commanded	2	3	2	1	4	2	5	1	0	4	4	4	2	4	3	3	1	5	4	4	4	4	5	6	5
commanding	1	3	1	1	4	1	2	1	0	4	4	3	2	6	4	2	1	5	5	4	5	6	5	5	4
commenced	2	3	2	1	4	2	4	1	0	4	3	4	2	4	2	4	2	6	4	5	5	6	6	6	5
commend	1	3	1	1	4	1	2	1	0	3	3	0	3	3	2	0	2	5	4	5	5	5	5	5	5
commended	1	3	1	1	4	1	3	1	0	4	1	2	3	4	1	1	3	4	3	4	5	6	6	4	4
commented	2	3	1	1	4	2	5	1	0	4	2	4	1	4	2	3	0	4	5	6	6	6	6	5	5
commission	1	3	1	1	4	1	2	1	0	1	3	4	4	1	1	3	2	4	3	3	3	4	5	5	5
commissioned	2	3	2	1	4	2	5	1	0	0	2	0	4	0	1	0	4	4	4	4	4	4	5	6	6
committed	2	3	2	1	5	2	5	1	1	3	5	1	4	3	3	1	2	5	4	5	5	6	5	5	5
committee	1	4	1	2	4	1	2	1	0	3	4	2	2	3	4	2	1	4	4	4	4	4	5	5	4
common	1	2	0	1	4	1	2	0	0	4	2	4	2	5	1	3	1	4	3	4	5	5	5	5	5
communal	2	4	2	1	5	2	7	1	0	4	3	3	4	4	2	2	4	5	3	4	4	5	5	5	5
communion	2	3	2	1	5	2	7	1	3	4	0	5	4	4	0	4	2	5	4	4	4	5	5	5	5
community	2	3	1	1	4	2	5	1	0	4	1	3	3	3	0	2	2	5	4	3	4	5	5	4	4
companion	2	3	2	1	4	2	5	1	0	3	2	3	4	3	2	3	4	3	3	3	4	4	4	5	4
company	1	3	1	1	4	1	2	1	0	3	4	3	3	3	3	2	2	3	3	3	3	4	4	4	4
comparison	1	4	1	1	5	1	4	1	0	5	5	2	4	5	4	1	2	4	4	4	4	4	5	6	6
compelling	1	4	1	1	4	1	4	1	0	2	4	4	2	3	3	3	2	4	4	4	4	5	5	5	5
compilation	2	4	2	1	4	2	5	1	0	0	4	2	4	0	3	2	4	4	4	5	4	4	5	5	5
complete	2	3	2	1	4	2	5	1	0	4	4	5	3	5	3	4	1	5	4	4	5	6	6	6	6
completely	2	3	1	1	4	2	4	1	0	2	4	4	3	2	3	3	1	4	4	4	4	5	5	5	5
completing	1	2	0	1	3	1	2	0	0	4	4	2	4	5	4	2	3	4	2	3	3	3	3	4	4
completion	2	3	2	2	5	2	6	1	0	4	3	1	2	3	2	0	1	5	3	4	4	5	6	4	4
complicated	1	3	0	1	4	1	2	1	0	4	3	2	1	4	2	1	1	4	3	4	4	5	5	4	4
complications	3	4	2	1	4	3	5	1	0	1	3	1	4	0	3	1	3	5	5	6	6	5	6	6	5
compound	2	3	2	1	4	2	5	1	0	1	4	2	4	1	4	1	4	4	4	4	4	6	5	5	5
con	1	3	0	1	4	1	3	1	1	5	4	4	2	5	2	4	2	4	4	4	4	4	4	4	4
conceive	1	3	1	1	4	1	4	1	0	4	2	2	4	5	1	1	3	5	4	4	5	5	5	5	5
concept	2	2	1	0	4	2	4	1	0	3	3	3	2	3	2	2	2	4	3	3	4	4	4	4	4
conclusion	1	2	1	1	4	1	3	1	0	2	4	4	2	2	4	2	1	4	4	4	4	4	4	5	4
conduct	1	4	1	1	4	1	2	1	0	3	2	3	4	3	2	2	3	4	4	4	4	6	5	5	4
conference	1	2	1	1	4	1	2	1	0	4	4	3	1	4	3	3	0	4	3	2	2	3	3	4	4
conferences	1	3	1	1	4	1	2	1	1	1	4	4	4	0	3	3	3	3	2	3	2	3	3	4	4
confidence	2	3	2	2	4	2	5	1	0	2	5	2	3	1	4	1	2	4	3	4	5	4	5	5	4
conflict	1	3	0	1	4	1	1	1	0	1	4	2	3	0	4	1	2	4	3	4	5	5	5	5	4
conflicted	2	4	2	2	5	2	4	1	0	2	3	4	3	2	2	3	3	4	4	5	4	5	5	5	5
congress	1	2	1	1	4	1	3	1	0	2	3	3	2	2	2	2	2	3	2	3	4	4	4	4	3
connect	0	2	0	1	3	0	2	1	0	3	2	3	2	2	1	2	1	3	4	4	4	4	4	3	3
connecticut	1	3	1	2	4	1	4	1	0	3	2	3	4	2	1	2	3	4	3	4	4	5	5	5	5
connecticut)	1	4	1	2	4	1	2	1	0	4	4	4	4	5	2	4	4	4	3	4	4	4	5	5	5
connection	1	2	1	1	3	1	2	1	0	1	4	0	4	0	3	0	3	3	3	4	4	4	4	4	4
connections	1	4	1	2	4	1	3	1	0	2	4	2	4	2	2	1	2	4	4	4	4	6	5	5	4
conscious	2	3	1	1	5	2	7	1	0	2	2	0	1	2	1	0	1	7	6	6	6	7	6	6	5
consecutive	2	4	2	2	4	2	5	1	2	4	3	3	3	4	2	1	1	4	3	4	5	5	5	5	5
consideration	1	4	1	1	5	1	4	1	0	4	4	1	5	4	3	1	5	5	4	5	5	6	5	6	6
considered	2	3	1	1	4	2	5	0	0	3	1	0	4	2	0	0	2	5	5	5	5	6	6	6	5
consistent	2	4	2	2	4	2	4	1	0	4	1	4	3	4	0	2	2	5	4	4	4	5	5	6	5
construct	1	3	1	1	5	1	5	1	0	4	5	1	2	5	3	0	0	5	4	5	6	5	5	5	5
construction	1	4	2	2	4	1	4	1	1	2	4	4	4	2	4	4	4	5	4	5	6	6	5	5	5
consumed	2	3	2	1	4	2	5	1	1	2	2	2	4	1	1	1	4	4	4	5	5	6	5	6	5
contains	1	2	0	1	4	1	2	1	0	4	4	1	3	3	2	0	2	4	3	3	3	4	4	4	4
contemporary	2	4	2	2	4	2	6	1	0	2	4	4	3	2	2	4	2	4	4	5	5	6	6	6	5
contenders	1	3	0	1	4	1	1	1	0	4	4	3	3	3	2	1	1	3	3	3	3	4	4	4	4
contest	1	3	1	1	4	1	2	1	0	2	3	0	4	1	2	0	3	5	4	5	5	5	5	5	5
context	1	4	1	1	4	1	3	1	0	4	4	0	4	4	3	0	4	5	4	5	5	5	5	5	5
continental	2	3	2	2	4	2	4	1	0	2	2	4	4	0	1	3	2	3	2	3	3	4	4	4	4
continually	1	3	1	1	4	1	2	1	0	4	3	3	2	5	2	3	1	4	3	4	5	5	5	5	5
contractors	1	3	1	1	4	1	3	1	0	4	4	4	3	7	3	3	2	3	3	3	4	4	5	5	4
contracts	1	3	1	1	4	1	2	1	0	3	4	1	2	3	3	0	1	6	6	5	6	7	7	6	5
contradictory	1	3	1	1	4	1	3	1	0	2	3	5	5	1	2	4	4	4	3	4	4	5	4	4	3
contrivance	4	3	5	3	4	4	6	1	0	3	3	4	5	2	1	2	3	4	3	3	4	5	5	5	5
controversial	2	3	2	2	4	2	5	1	0	4	1	4	4	6	0	3	3	5	6	7	6	6	5	5	4
conventional	4	3	3	2	4	4	6	1	0	1	4	3	2	1	3	2	2	5	3	4	5	5	5	6	5
conventions	2	3	2	2	4	2	6	1	0	4	4	4	4	4	4	4	5	4	4	5	5	5	5	5	4
conversations	2	3	2	2	4	2	5	1	0	4	4	4	3	5	3	4	2	5	4	5	4	5	5	5	5
conviction	1	4	1	1	4	1	3	1	1	5	5	4	4	5	4	4	4	4	4	5	5	5	5	5	4
convincing	2	3	1	1	4	2	4	1	0	4	1	4	2	4	0	3	2	4	4	5	4	4	6	6	5
convoluted	1	3	1	1	5	1	2	1	0	2	3	3	1	2	2	2	0	4	4	4	5	5	5	5	5
cool	1	3	1	1	4	1	4	1	0	1	3	4	4	2	3	4	3	5	4	5	6	6	6	5	5
cooler	1	4	1	2	5	1	5	1	0	1	2	3	3	1	1	3	2	4	3	4	4	5	5	4	4
cooper	1	4	1	1	4	1	2	1	0	2	4	4	2	2	4	3	2	4	2	4	4	4	4	4	4
cooper)	0	2	0	1	4	0	1	1	0	3	4	4	4	3	4	3	4	3	3	3	3	4	4	4	4
coordinated	1	4	1	2	4	1	5	1	0	1	1	1	0	0	1	0	0	4	3	4	4	5	5	4	4
coordinating	1	4	1	2	4	1	5	1	0	4	4	4	3	3	3	3	2	5	4	4	3	4	5	5	5
coordination	2	4	2	2	4	2	6	1	0	4	0	0	4	5	0	1	4	4	4	4	5	5	5	5	5
coppola	2	3	2	1	4	2	4	1	1	3	4	3	3	3	3	3	2	4	4	4	4	4	5	5	4
coral	1	3	1	1	5	1	5	1	0	3	4	4	4	3	2	2	2	4	4	4	4	5	5	4	4
corazon``	2	4	2	2	4	2	4	1	0	4	4	4	0	3	4	3	0	5	5	3	4	5	5	6	5
core	0	2	0	1	4	0	2	1	0	3	3	4	4	3	2	2	2	3	2	3	3	3	3	4	4
coretta	2	4	2	1	4	2	5	1	0	3	4	4	2	3	4	5	1	5	4	4	4	5	5	5	5
cork	1	3	1	1	4	1	4	1	1	4	4	4	4	3	3	3	3	4	3	3	4	4	4	4	4
corps	1	3	1	1	4	1	1	1	0	3	4	3	4	2	3	2	3	4	3	3	4	5	5	5	4
corpus	1	3	1	1	4	1	3	1	0	4	1	4	4	5	1	3	3	4	4	5	6	6	6	5	5
correctness	1	4	1	2	4	1	4	1	0	3	4	2	4	3	3	1	2	5	4	6	6	5	6	6	5
costumed	1	4	1	2	4	1	5	1	0	4	4	2	4	5	4	1	3	4	3	4	4	5	5	5	5
costumer	4	3	4	2	5	4	6	1	0	5	4	4	4	4	2	4	3	5	4	5	5	6	5	5	4
costumes	1	3	1	1	4	1	2	1	0	1	4	3	4	0	2	1	3	4	4	6	5	4	5	5	5
costumey	1	4	1	2	4	1	3	1	0	1	4	2	2	1	2	2	2	4	3	3	3	4	4	4	4
cotton	2	4	2	2	4	2	5	1	0	3	4	4	4	4	2	6	3	4	2	4	4	4	4	5	5
could	1	3	1	1	3	1	2	1	0	3	3	3	3	3	2	2	2	4	3	3	3	3	4	4	3
coulda	1	3	1	1	4	1	2	1	0	4	4	4	4	3	2	2	4	4	3	2	4	4	4	4	4
council	1	3	1	1	4	1	2	1	0	1	4	4	4	0	3	3	5	5	5	4	4	5	5	4	4
country	2	3	2	1	4	2	6	1	0	1	4	5	3	1	3	3	1	4	3	4	4	5	5	5	5
county	1	3	1	1	4	1	3	1	0	3	4	3	3	2	4	2	2	4	3	4	4	4	4	4	4
couple	1	2	1	1	3	1	3	1	0	4	3	3	3	3	2	3	2	2	2	2	2	3	3	3	3
courage	1	4	1	2	5	1	4	1	0	2	5	2	5	1	3	1	3	6	5	5	6	5	5	6	5
course	0	3	0	1	4	0	2	1	0	4	2	3	3	3	2	2	2	4	4	4	4	4	6	4	4
court	1	2	1	1	3	1	2	1	0	3	3	3	4	2	2	3	3	3	2	3	3	3	4	4	4
cousin	2	2	2	0	4	2	4	1	0	4	3	2	4	3	2	1	3	3	2	2	3	4	4	4	4
covers	1	4	2	2	5	1	4	1	0	5	5	1	5	4	4	0	3	4	4	4	4	5	5	5	5
cowboy	1	3	1	1	4	1	2	1	0	3	3	2	3	3	3	1	2	4	4	4	4	4	5	5	5
cox	0	2	0	0	2	0	0	1	0	2	2	4	4	2	2	3	3	2	2	2	2	2	2	2	2
crafted	2	4	2	2	5	2	6	1	0	5	5	5	4	5	4	4	4	4	3	4	3	4	5	5	5
crafting	0	3	0	1	4	0	0	1	0	4	3	0	4	4	1	0	2	3	3	4	3	3	4	4	4
crane	2	4	2	2	4	2	6	1	0	4	4	2	2	6	3	2	1	5	5	4	5	6	6	5	5
crass	1	5	1	1	4	1	1	1	0	1	3	4	4	1	2	4	4	3	3	3	3	3	4	4	3
crazy	0	2	0	0	4	0	2	1	0	4	3	4	4	3	3	3	4	4	4	4	4	4	5	4	4
creaky	2	2	2	2	4	2	5	1	0	4	4	4	4	3	2	3	4	5	4	4	4	5	6	6	5
created	2	3	1	1	4	2	4	1	0	2	4	1	4	2	2	0	3	5	4	4	5	5	6	6	6
creates	2	4	2	1	4	2	4	1	0	4	4	4	5	4	4	2	4	4	4	4	4	4	4	4	4
creation	1	3	1	1	4	1	2	1	0	3	4	1	3	3	3	0	2	4	4	4	4	5	5	5	4
creature	1	3	1	1	4	1	2	1	0	4	4	0	3	3	3	0	2	4	3	4	5	5	5	4	4
credibility	1	4	1	1	4	1	1	1	0	4	4	4	4	4	4	4	4	4	3	3	4	5	5	4	4
credible	1	3	1	1	4	1	2	1	0	3	3	3	3	2	2	2	3	4	4	6	5	5	5	5	5
credited	1	3	1	1	4	1	3	1	0	1	4	4	4	0	2	2	2	2	2	2	2	3	3	3	3
creepiness	2	3	1	1	4	2	4	1	0	2	4	4	2	1	4	3	2	5	4	6	6	6	6	5	5
creepy	1	3	1	1	4	1	3	1	0	4	4	4	4	3	3	2	4	4	4	4	4	5	5	5	5
creole	1	2	1	1	4	1	4	1	0	3	4	4	2	2	2	3	1	3	2	2	3	4	4	4	4
crescentia	2	3	2	2	5	2	5	1	0	4	5	5	4	4	3	4	3	4	3	3	3	4	5	5	4
creteil	1	4	1	2	4	1	2	1	0	2	3	4	4	2	1	3	2	4	3	4	4	5	5	5	5
crime	1	3	1	1	3	1	2	1	0	3	3	3	3	2	3	2	2	4	3	4	4	4	5	4	4
crimes	2	3	2	1	5	2	6	1	0	5	5	4	4	5	3	3	4	5	4	5	5	4	5	6	5
criticism	1	4	1	2	4	1	3	1	0	4	4	2	4	5	4	1	3	5	4	5	5	5	6	5	5
criticized	1	3	1	2	4	1	3	1	0	4	3	2	1	5	2	1	0	4	3	5	6	6	5	5	5
critics	1	3	1	1	4	1	3	1	1	4	3	4	4	4	2	3	3	3	3	3	4	4	4	4	4
crocodile	1	3	1	1	4	1	4	1	0	4	4	4	1	4	3	2	0	4	5	4	4	5	5	5	4
crosby	1	3	1	1	4	1	2	1	0	3	2	4	4	2	1	3	3	3	2	2	2	3	3	3	3
cross	1	3	1	1	4	1	3	1	0	2	3	4	1	3	2	3	0	4	5	5	5	5	5	5	4
cross-dressing	3	3	3	2	5	3	6	1	0	5	5	5	3	4	3	5	2	4	3	3	3	4	4	5	5
crossing	1	3	1	1	4	1	2	1	0	3	4	4	4	4	3	2	2	3	2	3	3	3	4	4	3
crozer	0	2	0	1	3	0	2	1	0	3	3	4	4	3	2	4	4	3	3	3	3	4	4	4	3
crudity	1	3	1	1	4	1	4	1	0	3	3	1	2	3	2	0	1	4	4	4	5	5	5	5	5
cruel	1	2	0	0	3	1	2	1	0	3	2	4	1	1	1	3	0	2	1	3	3	3	3	3	3
cruelly	2	5	2	2	5	2	3	1	0	5	1	5	3	5	0	5	3	5	5	7	7	6	6	6	6
crush	0	2	1	1	3	0	1	1	0	3	3	5	4	3	2	4	2	2	2	2	2	3	3	4	3
crypt	1	3	0	1	4	1	2	0	0	2	2	3	4	1	1	2	3	4	3	4	4	4	4	4	4
crystallize	2	4	2	2	5	2	6	1	0	5	4	3	4	4	3	2	4	5	4	5	5	5	4	5	4
cube	1	3	1	1	4	1	3	1	0	4	2	4	3	5	1	3	2	5	4	4	4	5	5	4	4
culbert	2	4	2	1	4	2	4	1	0	4	4	4	4	5	4	3	4	4	4	4	4	5	5	5	4
culminated	2	3	1	1	4	2	5	1	0	3	4	2	5	2	2	1	5	3	2	2	3	4	3	4	4
cult	0	3	0	1	3	0	1	1	0	4	2	4	4	6	2	3	3	3	3	3	3	4	4	4	3
cultural	1	2	1	1	4	1	4	1	0	4	1	4	1	3	1	4	1	4	3	3	3	4	3	4	4
culture	1	3	0	1	4	1	1	1	0	1	4	1	1	0	3	1	1	4	4	3	4	4	5	5	4
cumulative	2	3	2	2	4	2	6	1	0	4	4	4	2	4	3	3	2	4	3	3	4	4	5	5	5
cup	0	2	0	0	3	0	0	1	0	2	4	2	3	2	3	1	1	3	3	3	3	3	3	3	3
curiosity	3	4	3	1	4	3	5	1	0	2	4	4	4	2	3	4	4	4	4	3	4	5	5	5	4
current	1	4	1	1	4	1	1	1	2	2	4	4	4	1	4	4	4	5	5	3	4	5	5	6	5
cursing	1	3	1	1	4	1	1	1	0	4	1	1	4	3	0	1	3	5	4	4	5	6	6	5	4
curtis	1	3	1	1	4	1	2	1	0	3	4	4	2	3	3	3	1	4	3	4	4	4	4	4	4
curtiz	1	3	1	1	4	1	2	1	0	4	4	3	4	2	3	2	3	3	3	4	4	5	5	5	5
curve	1	3	1	1	4	1	2	1	0	2	4	3	4	2	4	2	2	4	3	4	4	5	5	5	5
curves	1	3	1	1	3	1	2	1	0	4	4	1	2	2	3	0	1	3	2	3	3	3	4	4	4
cut	0	2	0	0	3	0	0	1	0	4	2	3	2	4	1	1	1	3	3	3	4	4	4	3	3
cute	1	3	1	1	4	1	2	1	0	0	1	2	4	0	0	1	4	4	4	4	4	5	5	4	4
cutting	1	3	1	1	5	1	2	1	0	4	1	5	3	3	0	3	2	5	4	5	5	6	6	5	5
cynicism	3	4	3	1	4	3	7	1	0	4	1	3	4	6	0	2	4	5	4	4	5	6	5	6	5
czar	0	2	0	0	3	0	0	1	0	1	4	3	2	1	3	3	2	2	1	2	2	2	2	3	3
d-day	1	3	1	1	4	1	3	1	0	1	3	4	4	1	2	4	4	5	4	5	5	5	5	5	4
d.	0	1	0	0	2	0	0	2	0	4	4	4	4	4	3	3	2	0	0	0	0	1	1	1	1
daddy	2	3	1	1	4	2	5	1	0	4	2	4	3	5	1	3	2	5	4	6	7	6	6	6	5
dahmer	2	4	2	2	5	2	5	1	0	5	4	3	4	4	3	2	2	5	3	3	4	6	6	6	5
damaged	2	4	1	1	4	2	5	1	0	4	2	4	4	5	1	3	3	5	4	5	6	7	6	6	5
damn	2	4	2	1	5	2	6	1	0	4	4	2	5	3	3	1	3	4	3	4	4	4	5	6	5
dampens	2	4	2	1	5	2	5	1	0	4	4	4	4	6	4	3	3	5	4	4	5	6	6	5	5
dancing	1	3	1	1	4	1	2	1	0	4	2	4	4	3	1	3	4	4	4	4	4	4	4	5	5
dangerously	2	3	2	1	4	2	4	1	0	4	2	4	4	4	0	4	2	4	4	4	4	4	5	4	4
dangers	1	3	1	1	4	1	2	1	0	4	1	2	4	3	0	1	3	6	5	6	4	4	4	4	4
daniel	1	4	1	1	4	1	3	1	1	4	4	4	4	4	2	4	3	4	3	3	3	4	4	4	4
danny	1	3	1	1	4	1	2	1	0	2	4	4	3	2	3	3	2	3	3	3	2	3	4	4	3
dante	2	3	1	1	4	2	5	1	0	4	1	5	4	4	1	4	3	3	3	3	4	4	4	4	4
dark	1	2	0	0	4	1	2	0	0	4	2	4	3	4	2	3	2	4	4	3	4	4	4	4	4
darkly	1	4	1	1	4	1	5	1	0	2	1	4	1	2	1	3	0	6	4	5	5	5	6	5	5
darwin	1	2	1	0	4	1	2	1	1	3	4	2	3	3	3	2	2	3	3	3	3	4	4	4	4
darwin)	1	3	1	1	4	1	4	1	0	4	3	2	4	4	3	1	3	5	3	4	4	4	4	4	4
darwin-wedgwood	4	3	4	3	4	4	7	1	0	1	3	4	3	0	2	3	2	4	2	4	4	6	6	6	5
daughter	2	2	1	1	4	2	3	1	0	4	3	2	3	4	2	2	2	4	3	3	3	4	4	4	4
daughter-in-law	3	3	3	2	5	3	6	1	0	4	4	1	4	4	2	0	3	5	3	3	3	4	5	5	4
david	1	3	1	1	3	1	1	1	0	3	2	4	3	3	1	3	2	4	3	3	3	4	4	4	4
davis	1	2	1	1	4	1	3	1	0	4	4	4	2	4	3	3	1	3	3	3	4	4	4	4	4
davis,``	2	4	2	2	4	2	4	1	0	4	4	1	3	5	4	0	2	4	3	4	5	5	5	6	5
day	0	1	0	0	2	0	1	1	0	4	3	3	3	3	2	2	1	1	1	2	2	2	2	2	2
days	1	2	1	0	4	1	2	1	1	3	4	3	3	3	2	2	2	3	3	3	4	4	4	4	3
de	0	2	0	0	3	0	1	1	0	3	4	4	3	3	3	3	1	3	2	2	2	2	3	3	3
dead	2	3	1	1	4	2	3	1	0	2	3	4	4	2	2	2	3	4	4	4	4	4	4	5	4
deadly	0	2	0	0	4	0	0	0	0	4	1	3	4	4	0	2	2	4	4	2	3	4	4	4	4
deadpan	2	4	2	1	4	2	5	1	0	2	4	4	4	1	2	4	3	4	3	4	5	5	5	5	4
dearborn	2	3	2	2	5	2	7	1	0	4	2	5	5	2	1	3	3	3	3	3	3	5	5	5	4
dearly-loved	2	4	2	2	5	2	7	1	0	5	4	5	4	5	2	3	4	4	5	5	4	5	6	5	5
death	1	2	0	1	4	1	1	1	0	2	3	2	3	2	2	1	2	4	3	3	4	4	4	4	4
debby	2	4	1	1	4	2	4	1	0	3	4	4	3	2	2	3	2	4	2	3	3	4	4	4	4
debut	1	3	0	1	4	1	2	1	0	4	4	2	1	3	2	1	0	3	2	2	3	4	4	4	4
december	1	2	1	1	3	1	3	1	0	4	0	2	4	4	0	1	3	3	2	2	2	4	4	4	3
decency	1	3	0	1	4	1	2	0	2	2	4	3	2	1	3	2	2	4	3	4	4	4	4	4	4
decent	1	6	2	2	4	1	3	1	2	3	4	4	4	2	2	6	6	4	4	4	5	5	5	6	6
deception	2	5	2	2	4	2	3	1	0	4	4	4	4	4	5	3	3	4	4	4	5	5	6	6	5
decided	2	3	1	1	4	2	5	1	0	2	4	1	4	2	2	0	3	4	4	4	4	4	6	5	4
decidedly	3	3	3	1	4	3	6	1	0	2	4	4	4	1	2	6	6	5	4	5	5	5	5	6	5
declined	1	4	1	1	4	1	3	1	0	3	2	2	4	3	2	2	4	4	3	4	4	5	6	6	4
dedham	2	3	2	2	5	2	6	1	1	4	1	4	4	4	1	4	4	4	4	4	4	5	5	5	4
dee	1	3	1	1	4	1	4	1	0	4	4	3	4	3	4	2	2	5	4	4	4	5	5	5	5
deep	0	3	0	1	4	0	2	1	0	4	4	2	3	4	3	2	2	4	4	4	4	4	4	4	4
deeper	2	5	2	1	5	2	4	1	0	2	1	4	2	1	0	3	1	5	5	7	6	6	6	5	5
deeply	1	2	1	1	3	1	2	1	0	2	4	4	4	2	2	5	5	3	2	3	3	4	3	4	4
defeated	1	4	1	1	4	1	4	1	0	3	2	2	2	3	2	2	2	4	4	4	4	5	6	6	4
defeating	1	4	2	1	4	1	3	1	0	4	4	4	4	3	4	4	4	4	4	4	4	4	5	5	5
defense	1	2	1	1	4	1	2	1	0	3	1	3	4	3	0	2	2	4	3	3	4	4	4	4	4
defied	1	2	1	1	4	1	3	0	0	4	3	1	4	4	1	0	5	3	3	3	3	4	5	5	4
defines	3	4	3	2	5	3	6	1	0	5	2	4	4	7	1	2	3	4	4	5	5	5	5	5	4
definitely	1	3	1	1	4	1	2	1	0	4	2	2	4	4	1	2	2	4	3	4	4	4	4	4	4
deform	1	3	1	1	5	1	3	1	0	5	1	5	3	4	0	4	2	5	4	5	6	5	6	6	5
deft	1	2	1	1	3	1	2	1	0	3	0	4	4	2	0	3	4	3	2	2	2	3	3	3	3
deftly	1	3	1	1	4	1	2	1	0	4	0	3	3	5	0	2	2	4	4	6	5	5	5	5	4
degree	1	3	1	1	4	1	2	1	0	2	3	1	3	1	2	1	3	4	3	3	3	4	4	4	4
deja	1	3	0	1	4	1	1	1	0	4	2	1	4	3	1	0	2	3	3	3	4	5	5	5	5
del	1	3	0	1	4	1	1	0	0	2	4	4	4	1	3	4	4	5	4	4	4	5	5	6	5
delano	2	2	1	1	4	2	2	1	0	4	4	4	2	2	2	3	2	4	2	3	4	4	4	4	4
delaware	1	3	1	1	4	1	3	1	0	3	2	4	4	4	1	3	3	5	5	4	4	5	4	5	4
delhomme	2	4	2	2	4	2	5	1	0	4	4	3	4	5	3	2	3	4	4	4	5	6	6	6	5
delicacy	3	3	3	1	5	3	7	1	1	4	5	4	4	4	2	4	4	6	4	4	4	5	5	5	5
delicious	1	2	1	1	4	1	4	1	0	4	2	4	2	4	2	4	2	4	2	3	4	4	4	4	4
delight	1	3	1	1	4	1	2	1	0	3	2	2	4	2	1	1	3	4	4	4	4	5	5	4	4
delilah	1	2	1	1	4	1	3	1	0	3	3	4	4	2	1	3	3	3	3	3	3	4	5	4	4
delivers	1	2	0	1	4	1	2	1	0	4	4	3	4	4	2	2	3	4	4	5	5	6	4	5	4
delivery	1	3	0	1	4	1	0	1	0	1	4	0	4	1	4	0	3	5	4	4	5	6	6	5	5
demand	2	3	2	1	5	2	6	1	0	3	4	4	3	3	3	3	2	5	5	5	6	6	6	6	5
democrat	1	4	1	1	4	1	2	1	0	2	3	4	2	2	2	2	2	4	3	4	4	4	4	5	4
democratic	1	3	1	1	4	1	5	1	0	3	0	4	4	3	0	3	3	4	3	3	3	4	4	4	4
democratic-republican	4	3	4	3	4	4	6	1	0	3	2	2	3	3	1	1	2	5	4	4	4	5	5	5	5
